"taxon","lfc_(Intercept)","lfc_PhaseEarly","lfc_PhaseMid","lfc_PhaseLate","lfc_PhasePost-Mission","se_(Intercept)","se_PhaseEarly","se_PhaseMid","se_PhaseLate","se_PhasePost-Mission","W_(Intercept)","W_PhaseEarly","W_PhaseMid","W_PhaseLate","W_PhasePost-Mission","p_(Intercept)","p_PhaseEarly","p_PhaseMid","p_PhaseLate","p_PhasePost-Mission","q_(Intercept)","q_PhaseEarly","q_PhaseMid","q_PhaseLate","q_PhasePost-Mission","diff_(Intercept)","diff_PhaseEarly","diff_PhaseMid","diff_PhaseLate","diff_PhasePost-Mission","passed_ss_(Intercept)","passed_ss_PhaseEarly","passed_ss_PhaseMid","passed_ss_PhaseLate","passed_ss_PhasePost-Mission","diff_robust_(Intercept)","diff_robust_PhaseEarly","diff_robust_PhaseMid","diff_robust_PhaseLate","diff_robust_PhasePost-Mission"
"ASV_126",0.0135452620721355,-0.104903629100878,-0.101430125932719,0.00370760512796664,0.25020795313825,0.995965873772983,1.09848492309717,1.04982910051721,1.07354837762632,1.17483359368145,0.0136001266999465,-0.0954984696604699,-0.0966158452673378,0.00345359855711801,0.212973100602443,0.989167196597983,0.924047222340231,0.923161304288174,0.997249052070718,0.831639052221883,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_149",-0.352147523099092,1.02427671692063,-0.106582697078045,0.115733242283092,0.511820084490287,2.10311822944461,2.2235787157927,2.1604978231506,2.18436105579129,2.35167777610645,-0.167440668892917,0.460643335738838,-0.0493324714035669,0.0529826522846371,0.217640396864949,0.867383024586961,0.646118447654076,0.960759013430298,0.957858166219581,0.828181043255727,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_166",1.40283024092699,-1.3307179902687,-1.35040066215097,-1.09070860284503,-3.10285509246392,1.64820074610883,1.7439175564184,1.6956276022323,1.7132909856637,1.84573396403483,0.851128264708579,-0.763062442585699,-0.7964016747387,-0.636616086801223,-1.68109551697309,0.3963000583224,0.446841243027204,0.427284821577622,0.525520726370649,0.095202101596933,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_176",0.518550600674303,-0.851679504220283,-0.425247553536034,-0.586574333887775,-0.421751648935934,1.89121499348022,1.99563239621984,1.94532949998065,1.9709508389742,2.1105007006932,0.274189133684935,-0.426771737036113,-0.218599241691582,-0.297609824805709,-0.19983487747595,0.784453518065956,0.670379698952536,0.827367299758717,0.766562313501399,0.84197868316269,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_192",0.958857297342023,-0.484530013795943,-1.34861386424821,-1.69732922909262,-0.267925871673676,2.49284520089492,2.61701702737764,2.55575626738876,2.58651844430302,2.74999574979461,0.38464373840694,-0.185145915646358,-0.527677025175058,-0.656221583430461,-0.0974277402769394,0.701817636447973,0.853718928640843,0.599606944052558,0.514109710156258,0.922700993345239,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_193",0.705575334132659,-0.691021668529991,-0.651389599036644,-0.958113754574864,-1.5799415966457,2.0247719857984,2.13136379359566,2.08018129493066,2.11102895644419,2.24692904320486,0.348471501522894,-0.324215730137848,-0.31314078278853,-0.453861019599044,-0.703155981460007,0.728218679642488,0.746451887906948,0.754825873630626,0.65091234000465,0.483592397941853,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_216",-3.12099479861225,2.59653367327,3.05764451085249,3.0556611487041,4.06438330961116,1.83198839968717,1.94041793377845,1.8864939914169,1.91500214587042,2.04665953823869,-1.7036105682466,1.33813114590934,1.62080797753083,1.5956437204488,1.98586195391779,0.091277455392966,0.183613279003802,0.10792201447563,0.113437477919666,0.0495364488720872,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_225",1.01054585631654,-0.888037734194583,-1.3306280153654,-1.28449239284118,-0.468861649853067,1.87548783553129,1.9849213036067,1.92945895687865,1.95453797943075,2.12001068387484,0.538817601037798,-0.447391910490847,-0.689637895961258,-0.657184667864718,-0.221160041040976,0.591131994472368,0.65549650192423,0.491914880809389,0.512473323035113,0.825389313245177,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_235",-0.542824795373309,0.403932518720443,0.482385616547607,0.564288414180569,0.567486393172474,1.71252949045452,1.81028786328907,1.76421795470053,1.78924099785926,1.94926370047817,-0.316972524209927,0.22313165044732,0.273427449971446,0.315378652096454,0.291128590263731,0.751819866644513,0.823815611942565,0.784998640702358,0.75302656948092,0.771459794893829,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_260",0.327531187831802,-0.327195085620485,-0.178636238632279,-0.438014011490314,-0.834986416691635,1.65229185560343,1.75093248994276,1.70297890019926,1.72979413947848,1.8443603002073,0.198228410266045,-0.186869046922067,-0.104896331135622,-0.253217421364586,-0.452724132371416,0.843199020124427,0.852076270474082,0.916631754859951,0.800529919273175,0.651558094755823,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_262",0.644472242752625,-0.589450877503483,-0.984944482142507,-0.543419657609858,-0.343362517937218,2.2664746096596,2.37893039510912,2.32404031908496,2.35342537312134,2.50610411578348,0.284350082725797,-0.247779791588415,-0.42380696843087,-0.230905837855025,-0.137010476051141,0.776876827858955,0.804939654884289,0.672843955472605,0.817977463971102,0.891366742446827,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_278",-0.00600866283145053,-0.730766204943396,-0.049478483837766,0.557432265775886,-0.0921672063105928,1.22538963955992,1.32152494840045,1.2751840013725,1.29580911139858,1.39688103676355,-0.00490347122047519,-0.552971932787121,-0.0388010544239195,0.430180850614828,-0.0659807126626445,0.996094591923131,0.581164526866354,0.969104279345891,0.667725548396058,0.947487308819907,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_283",1.12451320664742,-1.39775483967017,-1.38737188593683,-1.15570391424487,-1.36428964790294,2.35058430440525,2.4568479722264,2.40324193122807,2.43302001916955,2.57733828492762,0.478397309358343,-0.568921990888808,-0.577291810661725,-0.475007975741744,-0.52934054325789,0.633595658837592,0.570909309737252,0.565268315568271,0.635999563727739,0.597949013410449,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_321",0.112252670049743,0.546140654876856,-0.69976363525165,-0.249694753858082,-0.372160880066145,2.96618657264289,3.08527994353754,3.02953255178021,3.06030735668483,3.22994405960906,0.0378441029586769,0.177014943496718,-0.23098072831086,-0.081591397449886,-0.115222082239774,0.970015434691991,0.86046210824758,0.818602299749177,0.935411420129752,0.908892152078337,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_340",-1.05777309372286,0.335293638508481,0.675366072208823,0.921505734939415,1.74700891223888,2.43318983693688,2.55038425807626,2.49395687933804,2.52866900574904,2.69065797549752,-0.434726907726393,0.13146789055285,0.270801022184506,0.364423233267909,0.649286876350697,0.665157672250582,0.895799169476328,0.787376593565522,0.716689646402795,0.518372654049185,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_350",1.5567859340384,-1.94062987793724,-1.57926407474612,-1.577599117793,-1.63558748109255,2.21482911986206,2.32609489369135,2.2734357299651,2.30478799642677,2.44895649373562,0.702892119341178,-0.834286633447524,-0.694659652758409,-0.684487736068928,-0.66787118728991,0.484043665254788,0.406458056784415,0.489163091881584,0.495529358898386,0.506025225607579,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_354",-0.536279950814379,0.230688685849706,0.223663652791887,0.408513749431846,1.06823392048566,1.94815902302225,2.05235344734551,1.99992194940611,2.02797867099287,2.16263135648598,-0.2752752442059,0.112402026146167,0.1118361908365,0.201438878660319,0.493950999684668,0.783650945242487,0.910721317958272,0.911168856422989,0.840748885368863,0.622382424977413,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_362",0.0587138363986908,-0.235964918820786,-0.0119157551805754,-0.186624379409384,-0.558884987984334,1.81836559942449,1.9174163415401,1.86859928842913,1.89418233021524,2.01704373854774,0.0322893462223844,-0.123063996957101,-0.00637683812380802,-0.098525034487138,-0.277081243853803,0.974298777317362,0.902276985990975,0.994923398310656,0.921691511575187,0.782228467545368,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_371",-0.195134302958496,0.490461144989672,0.164191296348654,-0.147237385109892,-0.688980488999755,2.14525124323141,2.25170705995672,2.19573587006232,2.21994812693225,2.34415003870855,-0.0909610487695437,0.217817474444966,0.0747773439361782,-0.0663246962051134,-0.293914842319279,0.92770549645486,0.828015175042096,0.940541252760733,0.947251742153709,0.769432149068196,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_374",0.809332828479226,-0.420198099221802,-1.14147886292753,-1.4481099930048,-1.1264219878183,2.09296320997511,2.21085976105671,2.15017613750386,2.17715774411069,2.32514801714914,0.386692333922512,-0.190060946706526,-0.530876909578521,-0.665137837128248,-0.484451733614534,0.699857986861317,0.849671210005722,0.59675617000996,0.507591011569698,0.629192215607795,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_409",0.285683186198457,-0.639462712367051,-0.361543092143449,-0.195631476317577,-0.513941878233859,2.78187548743113,2.89857163246248,2.84432177595707,2.87589591310205,3.0448536079578,0.102694454690445,-0.220613044440718,-0.127110475052281,-0.0680245329555622,-0.168790340819887,0.918633315669899,0.826329447795866,0.899383965607028,0.946048683690151,0.866670833199688,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_441",0.465785027506032,-0.671955678022763,-0.681837486956646,-0.724408446052108,-0.279395187772376,2.26929037692914,2.38251431235894,2.32660144325529,2.35561327638934,2.50627722119822,0.205255806943642,-0.282036365757424,-0.293061576546882,-0.307524351859009,-0.111478165866584,0.837893643042541,0.778643961330679,0.770233921423233,0.759243456792534,0.91151640089864,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_590",0.955722279401731,-0.618083034636263,-1.41875189549316,-1.43747819835915,-2.28082674873536,2.8413536855851,2.9679559260768,2.90776096414642,2.94146283704491,3.12083771282038,0.336361602658039,-0.208252093370294,-0.487919025321133,-0.488695005850658,-0.730837986020787,0.738727787592788,0.836312151302329,0.628833410654649,0.628289726515229,0.470035657852093,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_620",-0.122128642876561,-0.186766964874747,0.0232902259035669,0.285586978527611,-0.447396886501825,2.31876943770652,2.4306671041306,2.3764307146088,2.40821726192619,2.55645038590257,-0.0526695931430586,-0.0768377391364537,0.00980050702105188,0.118588543917,-0.175007067991218,0.958133363740242,0.938954551146678,0.992206132777566,0.905914228585734,0.861539484910055,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_645",-0.683676262965607,0.853382731345809,0.698597756902293,0.42426817748384,0.0525665647699528,2.61277142000152,2.73692404631548,2.67618289609538,2.70754665181457,2.87933393007985,-0.261667078004554,0.311803585669341,0.261042605840417,0.156698381244696,0.0182565016932562,0.794611827803591,0.756436580491967,0.795090741719876,0.876089378068756,0.985504099169072,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_703",-0.287829169369073,-0.130002762877901,0.257918645664518,0.355553413343419,0.257334288679101,2.40261437981454,2.51880987795626,2.46169569068411,2.49487530033739,2.65355071260673,-0.119798321273383,-0.0516127731654695,0.104772757510431,0.142513500893346,0.0969773396289483,0.904986080208717,0.958984243899902,0.916855762286019,0.887083826652312,0.923021518014989,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_750",0.581885763862328,-0.49165781947068,-0.883966870326046,-0.414784850094834,-1.53780380723591,2.59640150278867,2.71682748831048,2.65993665556341,2.69095167792351,2.8612144815675,0.224112396806639,-0.180967625506626,-0.332326286220831,-0.154140579148157,-0.537465407484389,0.823531553295397,0.857083251900391,0.740953709124802,0.87808434799754,0.593195760055627,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_804",-1.0672014077748,1.51687723011764,0.736394133285941,0.792160822978886,0.819128494242029,2.59476180946188,2.71528452088526,2.65899136895433,2.6896220186786,2.85370151121195,-0.411290702631439,0.55864393526727,0.276944912978613,0.294524962049527,0.28704070521172,0.682487179465125,0.578714044434625,0.782879783481469,0.769486073366706,0.775179727712498,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_805",0.452558320603246,-0.408887937337886,-0.309845787812495,-0.0805967604082288,-0.87935945681877,2.7512255783323,2.87670393232242,2.81656872486328,2.85045318945047,3.02530678956921,0.164493353132305,-0.142137650226585,-0.11000824694151,-0.0282750689281681,-0.290667862132418,0.87019238718275,0.887703035919768,0.912966974944205,0.977586960775677,0.772845499293572,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_817",0.11123163131086,-0.61521492643963,-0.398541579329164,-0.310937668919577,-0.195603457692754,2.74521702460956,2.87121072990087,2.81009329014657,2.84391247909414,3.01875427436136,0.0405183380088793,-0.214270210135663,-0.141825035035893,-0.109334471860617,-0.0647960847141609,0.967881456848663,0.831424929489028,0.887930133546793,0.91348388174148,0.948659112738572,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_904",-0.246492956330615,0.0470227494038301,0.134840121425002,0.241567338511967,0.0226342662586034,2.04831687434075,2.15433396434916,2.10241341934708,2.12995270072543,2.26882676136477,-0.120339269484341,0.0218270473297004,0.0641358736508053,0.113414414521831,0.00997619855514584,0.904465896972825,0.982631222392896,0.948995397304268,0.909938853075547,0.99206097970467,0.996094591923131,0.982631222392896,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASV_938",-0.738432970242512,0.123854971279079,0.764000142654109,0.813984624990543,0.236047596694616,2.59805496887784,2.71811077301411,2.66062806153736,2.69291120744612,2.85873197714977,-0.284225306657564,0.0455665650232997,0.287150298720316,0.30226938888286,0.0825707336614192,0.77734524055013,0.963826976169134,0.775116945756221,0.763629770334807,0.934503934683749,0.996094591923131,0.979627418401415,0.994923398310656,0.997249052070718,0.998284795906591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
